titulo,ano_lancamento,categoria,generos,generos_unificados,rating,num_avaliacoes,imagem,descricao,metadata,classificacao
Here We Go Again (European Version),2009,album_musical,[],[],2.6,0,https://i.scdn.co/image/ab67616d0000b2730b6dd71f98cd80db0c753071,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""5fzvtchv8dF1zEsrDZ0nRj"", ""total_faixas"": 16, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",12
Don't Forget,2008,album_musical,[],[],2.6,0,https://i.scdn.co/image/ab67616d0000b2734fb746a1d3dd370693444b5e,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""4XpFceunWiu4ijyCbhDLQG"", ""total_faixas"": 12, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",12
Demi Lovato,0,artista_musical,[],[],4.2,27302243,https://i.scdn.co/image/ab6761610000e5eb42d7061876b87861d7c8f3fb,Artista importado via Spotify API.,"{""spotify_id"": ""6S2OmqARrzebs0tKUEyXyp"", ""popularidade_raw"": 79, ""tipo"": ""artista""}",16
It’s Not That Deep (Little Bit Extra Version),2025,album_musical,[],[],3.4,0,https://i.scdn.co/image/ab67616d0000b273d10954b6d93b66b85c89b0ef,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""38jx3wDxS45zzKUIeAE4Z7"", ""total_faixas"": 14, ""gravadora"": ""DLG Recordings, LLC / Island Records"", ""tipo"": ""album""}",16
REVAMPED,2023,album_musical,[],[],3.1,0,https://i.scdn.co/image/ab67616d0000b273c935454aba6964245bb3258e,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""14d0QzazggZIpjO2dtkRWo"", ""total_faixas"": 10, ""gravadora"": ""Demi Lovato PS LP5/6 – Island"", ""tipo"": ""album""}",16
HOLY FVCK,2022,album_musical,[],[],3.2,0,https://i.scdn.co/image/ab67616d0000b2734fa2524ad6e11753b93766ed,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""2QX21ryT6SIcft6N3PkfeR"", ""total_faixas"": 16, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",16
Dancing With The Devil…The Art of Starting Over (Deluxe Edition),2021,album_musical,[],[],2.8,0,https://i.scdn.co/image/ab67616d0000b2731d13d67552674349ee105bf7,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""2zbfishc70HpcgMu8ymtri"", ""total_faixas"": 23, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",16
Tell Me You Love Me (Deluxe),2017,album_musical,[],[],2.9,0,https://i.scdn.co/image/ab67616d0000b27380809b13da5665ae02d32775,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""3wtzx00sWy8JmQbYXmBa6S"", ""total_faixas"": 17, ""gravadora"": ""Demi LP2 - Island/Hollywood"", ""tipo"": ""album""}",16
Spotify Sessions (Live from Spotify NYC),2016,album_musical,[],[],2.2,0,https://i.scdn.co/image/ab67616d0000b2737dbbc3d062bcac6f032c99de,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""32rX0ahjnEzytiE1mNhrQE"", ""total_faixas"": 13, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",16
Confident (Deluxe Edition),2015,album_musical,[],[],3.3,0,https://i.scdn.co/image/ab67616d0000b2734e4f7c7ec167ec30c1c66e69,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""3HV3ecmJJ2GmHM93vVVKXF"", ""total_faixas"": 15, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",16
Demi (Deluxe),2014,album_musical,[],[],3.2,0,https://i.scdn.co/image/ab67616d0000b273f3fca35f95e5a490bda01e20,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""7hR3M1ERZ7rGeA2VqjCTqr"", ""total_faixas"": 20, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",12
Unbroken,2011,album_musical,[],[],3.6,0,https://i.scdn.co/image/ab67616d0000b27383fc43cfc25d836e17f8cc30,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""1ypH0eU9RcE6wngSGSqmeY"", ""total_faixas"": 15, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",12
Here We Go Again (European Version),2009,album_musical,[],[],2.6,0,https://i.scdn.co/image/ab67616d0000b2730b6dd71f98cd80db0c753071,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""5fzvtchv8dF1zEsrDZ0nRj"", ""total_faixas"": 16, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",12
Don't Forget,2008,album_musical,[],[],2.6,0,https://i.scdn.co/image/ab67616d0000b2734fb746a1d3dd370693444b5e,Álbum de Demi Lovato,"{""id_artista_spotify"": ""6S2OmqARrzebs0tKUEyXyp"", ""nome_artista"": ""Demi Lovato"", ""spotify_id"": ""4XpFceunWiu4ijyCbhDLQG"", ""total_faixas"": 12, ""gravadora"": ""Hollywood Records"", ""tipo"": ""album""}",12
Shawn Mendes,0,artista_musical,[],[],4.3,45953031,https://i.scdn.co/image/ab6761610000e5eb58b4b9419486550f6fda0535,Artista importado via Spotify API.,"{""spotify_id"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""popularidade_raw"": 83, ""tipo"": ""artista""}",12
Shawn,2024,album_musical,[],[],3.8,0,https://i.scdn.co/image/ab67616d0000b27304d6b1cca796816d03f4d698,Álbum de Shawn Mendes,"{""id_artista_spotify"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""nome_artista"": ""Shawn Mendes"", ""spotify_id"": ""5FYFgRnlsl9Qrm1xD8cqo7"", ""total_faixas"": 12, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",16
Wonder (Deluxe),2020,album_musical,[],[],3.4,0,https://i.scdn.co/image/ab67616d0000b273fa7d980eae9fbb53f2899b08,Álbum de Shawn Mendes,"{""id_artista_spotify"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""nome_artista"": ""Shawn Mendes"", ""spotify_id"": ""2sDPTkswUWDLtZYiOzubTe"", ""total_faixas"": 24, ""gravadora"": ""Shawn Mendes LP4-5 PS/ Island"", ""tipo"": ""album""}",12
Shawn Mendes (Deluxe),2019,album_musical,[],[],4.0,0,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,Álbum de Shawn Mendes,"{""id_artista_spotify"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""nome_artista"": ""Shawn Mendes"", ""spotify_id"": ""0xzScN8P3hQAz3BT3YYX5w"", ""total_faixas"": 16, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",12
MTV Unplugged,2017,album_musical,[],[],2.9,0,https://i.scdn.co/image/ab67616d0000b273f1f27e693a1b06b75c1b911d,Álbum de Shawn Mendes,"{""id_artista_spotify"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""nome_artista"": ""Shawn Mendes"", ""spotify_id"": ""0AvTcYvLE30zb3qIwxzf3o"", ""total_faixas"": 11, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",12
Illuminate (Deluxe),2017,album_musical,[],[],4.2,0,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,Álbum de Shawn Mendes,"{""id_artista_spotify"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""nome_artista"": ""Shawn Mendes"", ""spotify_id"": ""3wBabo4pmzsYjALMSKY7Iq"", ""total_faixas"": 16, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",12
Live At Madison Square Garden,2016,album_musical,[],[],2.6,0,https://i.scdn.co/image/ab67616d0000b273fd173935864c7879e51ad763,Álbum de Shawn Mendes,"{""id_artista_spotify"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""nome_artista"": ""Shawn Mendes"", ""spotify_id"": ""6kTIdOmlTbxh7vzNwb4n0L"", ""total_faixas"": 12, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",12
Handwritten (Revisited),2015,album_musical,[],[],3.2,0,https://i.scdn.co/image/ab67616d0000b2731e14091e65888a7eb8d9020f,Álbum de Shawn Mendes,"{""id_artista_spotify"": ""7n2wHs1TKAczGzO7Dd2rGr"", ""nome_artista"": ""Shawn Mendes"", ""spotify_id"": ""11fLgnq2LE8p5hzo8urweI"", ""total_faixas"": 16, ""gravadora"": ""Island Records"", ""tipo"": ""album""}",12
Sam Smith,0,artista_musical,"[""soft pop""]",[],4.3,26533583,https://i.scdn.co/image/ab6761610000e5eb3262e01b79152c4f8007f3ac,Artista importado via Spotify API.,"{""spotify_id"": ""2wY79sveU1sp5g7SokKOiI"", ""popularidade_raw"": 83, ""tipo"": ""artista""}",16
BBC Proms At The Royal Albert Hall,2025,album_musical,"[""soft pop""]",[],2.9,0,https://i.scdn.co/image/ab67616d0000b2733a9afa2ced3d74e7731c1be9,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""4yt0AbQTawerUK0dHZbsJT"", ""total_faixas"": 17, ""gravadora"": ""BBC Capitol"", ""tipo"": ""album""}",12
In The Lonely Hour (10th Anniversary Edition / Deluxe),2024,album_musical,"[""soft pop""]",[],2.8,0,https://i.scdn.co/image/ab67616d0000b2735e60a64996930d640cf44a42,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""16HVR99NpuRONFToq3hEET"", ""total_faixas"": 30, ""gravadora"": ""PLG - Capitol"", ""tipo"": ""album""}",12
Gloria (Special Edition),2023,album_musical,"[""soft pop""]",[],2.8,0,https://i.scdn.co/image/ab67616d0000b273596760b1200f772745a517ca,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""5BNUgsVK7qqfFnV046qHfW"", ""total_faixas"": 22, ""gravadora"": ""Capitol Records UK / EMI"", ""tipo"": ""album""}",12
Dear Evan Hansen (Original Motion Picture Soundtrack),2021,album_musical,"[""soft pop""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b273a7a9d81575b10a3bc8b69914,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""0yURloAyqmXCjQ1rmX0ltA"", ""total_faixas"": 16, ""gravadora"": ""Universal Studios/Interscope Records"", ""tipo"": ""album""}",12
Love Goes: Live at Abbey Road Studios,2021,album_musical,"[""soft pop""]",[],2.9,0,https://i.scdn.co/image/ab67616d0000b273a60f67e33275788fba545d8e,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""77jibxIYj4UGL2QAaN4j37"", ""total_faixas"": 12, ""gravadora"": ""PLG - Capitol"", ""tipo"": ""album""}",12
Love Goes,2020,album_musical,"[""soft pop""]",[],4.1,0,https://i.scdn.co/image/ab67616d0000b2730d1f3930676c34a23dbf5c46,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""5XCBX16KNYsAe7V5hQV9mC"", ""total_faixas"": 17, ""gravadora"": ""PLG - Capitol"", ""tipo"": ""album""}",16
The Thrill Of It All (Special Edition),2017,album_musical,"[""soft pop""]",[],4.0,0,https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""3TJz2UBNYJtlEly0sPeNrQ"", ""total_faixas"": 14, ""gravadora"": ""PLG - Capitol"", ""tipo"": ""album""}",16
Sam Smith - Live From The Roundhouse,2014,album_musical,"[""soft pop""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b27304bc9e1dc03af0fa417516e4,Álbum de Sam Smith,"{""id_artista_spotify"": ""2wY79sveU1sp5g7SokKOiI"", ""nome_artista"": ""Sam Smith"", ""spotify_id"": ""5QVtA5nAI18IVW6NenERTO"", ""total_faixas"": 15, ""gravadora"": ""PLG - Capitol"", ""tipo"": ""album""}",12
SIAMES,0,artista_musical,[],[],3.2,285920,https://i.scdn.co/image/ab6761610000e5ebb5c5d6f612c1489de4c86caa,Artista importado via Spotify API.,"{""spotify_id"": ""68NOjWuVYBRXzYwhel3jAl"", ""popularidade_raw"": 54, ""tipo"": ""artista""}",12
Melodramatic,2024,album_musical,[],[],2.7,0,https://i.scdn.co/image/ab67616d0000b27314f8dd0b16b636ea4bfa119e,Álbum de SIAMES,"{""id_artista_spotify"": ""68NOjWuVYBRXzYwhel3jAl"", ""nome_artista"": ""SIAMES"", ""spotify_id"": ""33tDS6r9DQBx9LaYUY7wh1"", ""total_faixas"": 9, ""gravadora"": ""SIAMÉS"", ""tipo"": ""album""}",12
HOME,2020,album_musical,[],[],2.9,0,https://i.scdn.co/image/ab67616d0000b2736031abc846e4815d43383665,Álbum de SIAMES,"{""id_artista_spotify"": ""68NOjWuVYBRXzYwhel3jAl"", ""nome_artista"": ""SIAMES"", ""spotify_id"": ""54Tu4voMoq7IC5lEAFiOsn"", ""total_faixas"": 9, ""gravadora"": ""SIAMÉS"", ""tipo"": ""album""}",12
BOUNCE INTO THE MUSIC,2016,album_musical,[],[],3.3,0,https://i.scdn.co/image/ab67616d0000b273b505667bcff9407f104d9320,Álbum de SIAMES,"{""id_artista_spotify"": ""68NOjWuVYBRXzYwhel3jAl"", ""nome_artista"": ""SIAMES"", ""spotify_id"": ""4awqk2I0x3WC8XjNBNxvcI"", ""total_faixas"": 10, ""gravadora"": ""SIAMÉS"", ""tipo"": ""album""}",12
P!nk,0,artista_musical,[],[],4.2,18314656,https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588,Artista importado via Spotify API.,"{""spotify_id"": ""1KCSPY1glIKqW2TotWuXOR"", ""popularidade_raw"": 80, ""tipo"": ""artista""}",16
TRUSTFALL (Tour Deluxe Edition),2023,album_musical,[],[],3.0,0,https://i.scdn.co/image/ab67616d0000b27322acab896a80f45c75b6f4b4,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""3rYB02CvfMqjKeXaqCRBK6"", ""total_faixas"": 22, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",16
All I Know So Far: Setlist,2021,album_musical,[],[],3.3,0,https://i.scdn.co/image/ab67616d0000b273f4eeeb7be3c80ce1c4b51b98,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""061vVdNVxwouz0INdQeOkn"", ""total_faixas"": 16, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",16
Hurts 2B Human,2019,album_musical,[],[],3.2,0,https://i.scdn.co/image/ab67616d0000b273786cb106c8bb0c15c86a93a0,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""6JKkXVEljQJ1wKbRG5MywC"", ""total_faixas"": 13, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",16
Beautiful Trauma,2017,album_musical,[],[],3.8,0,https://i.scdn.co/image/ab67616d0000b27397ccfc62cf466b6a5ae6b67f,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""7hwhuEQT4Fp5bzwLlYZtiz"", ""total_faixas"": 13, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",16
The Truth About Love,2012,album_musical,[],[],4.2,0,https://i.scdn.co/image/ab67616d0000b27324a1ac503b55e6eef9a7bb8c,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""2Q9oTK48eb85waX1fFJsvj"", ""total_faixas"": 17, ""gravadora"": ""RCA Records Label"", ""tipo"": ""album""}",16
Funhouse,2008,album_musical,[],[],2.7,0,https://i.scdn.co/image/ab67616d0000b273790135cc2befdab89b925ef3,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""7lrj1NTTnc22UG6IY2hDGW"", ""total_faixas"": 14, ""gravadora"": ""LaFace Records"", ""tipo"": ""album""}",16
I'm Not Dead,2006,album_musical,[],[],3.8,0,https://i.scdn.co/image/ab67616d0000b2730156b42e6443277454bb30fa,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""5rK6h49Qd6gSxxbQGMrWfq"", ""total_faixas"": 16, ""gravadora"": ""LaFace/Legacy"", ""tipo"": ""album""}",16
Try This,2003,album_musical,[],[],3.1,0,https://i.scdn.co/image/ab67616d0000b2732a6af25b8e5485e62b1b8c25,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""0b9g1swHnqRcxYQPZgjz48"", ""total_faixas"": 15, ""gravadora"": ""Arista/Legacy"", ""tipo"": ""album""}",16
M!ssundaztood,2001,album_musical,[],[],2.9,0,https://i.scdn.co/image/ab67616d0000b273ab1a503a2f0641f8eefd80a1,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""0yaF1CrQzaPmCrt35nqGWq"", ""total_faixas"": 14, ""gravadora"": ""Arista"", ""tipo"": ""album""}",16
Can't Take Me Home (Expanded Edition),2000,album_musical,[],[],3.1,0,https://i.scdn.co/image/ab67616d0000b27357b84aeb215c8fa5412fcc3e,Álbum de P!nk,"{""id_artista_spotify"": ""1KCSPY1glIKqW2TotWuXOR"", ""nome_artista"": ""P!nk"", ""spotify_id"": ""6PSOOxrBZuoLe88zn0wGQr"", ""total_faixas"": 15, ""gravadora"": ""Arista/LaFace Records"", ""tipo"": ""album""}",12
Shakira,0,artista_musical,"[""latin pop""]",[],4.5,40469013,https://i.scdn.co/image/ab6761610000e5eb44b07362e94585ebd7c564c9,Artista importado via Spotify API.,"{""spotify_id"": ""0EmeFodog0BfCgMzAIvKQp"", ""popularidade_raw"": 88, ""tipo"": ""artista""}",12
Zootopia 2 (Original Motion Picture Soundtrack),2025,album_musical,"[""latin pop""]",[],3.6,0,https://i.scdn.co/image/ab67616d0000b273a6c1dcda006bbf12825b7f43,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""2i1QqSI3UmOsQf12CQUdRN"", ""total_faixas"": 24, ""gravadora"": ""Walt Disney Records"", ""tipo"": ""album""}",12
Las Mujeres Ya No Lloran,2024,album_musical,"[""latin pop""]",[],3.8,0,https://i.scdn.co/image/ab67616d0000b2739ce5d64fac62023f21f8f04a,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""3fonA82Hl7huJiQCwKkzGA"", ""total_faixas"": 17, ""gravadora"": ""Sony Music Latin"", ""tipo"": ""album""}",16
Laundry Service: Washed and Dried (Expanded Edition),2021,album_musical,"[""latin pop""]",[],2.8,0,https://i.scdn.co/image/ab67616d0000b2739015cb1108929d137daeaa4d,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""6WaruQqgJzSlSzZz2YdUku"", ""total_faixas"": 17, ""gravadora"": ""Epic/Legacy"", ""tipo"": ""album""}",12
Shakira In Concert: El Dorado World Tour,2019,album_musical,"[""latin pop""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b2732e72bc9dcbd17a0ec80c65af,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""5EdGgMlsJ7bv8IUqkaaPZN"", ""total_faixas"": 20, ""gravadora"": ""Sony Music Latin"", ""tipo"": ""album""}",12
El Dorado,2017,album_musical,"[""latin pop""]",[],4.1,0,https://i.scdn.co/image/ab67616d0000b273eec120f35546507f59f05c41,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""6bUxh58rYTL67FS8dyTKMN"", ""total_faixas"": 13, ""gravadora"": ""Sony Music Latin"", ""tipo"": ""album""}",12
Shakira. (Expanded Edition),2014,album_musical,"[""latin pop""]",[],3.1,0,https://i.scdn.co/image/ab67616d0000b2737d949f3caae8a2b3b7e63b16,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""2gOSZzsO8EZJvtdmVOVtJE"", ""total_faixas"": 17, ""gravadora"": ""RCA/Sony Latin Iberia"", ""tipo"": ""album""}",12
Live From Paris,2011,album_musical,"[""latin pop""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b273db6caca37c33ae3f6f5fede7,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""0qE6Dd97eQiywwpbrhb5fX"", ""total_faixas"": 19, ""gravadora"": ""Sony Music Latin"", ""tipo"": ""album""}",12
Sale el Sol,2010,album_musical,"[""latin pop""]",[],4.1,0,https://i.scdn.co/image/ab67616d0000b2734214ddc9e33e76de6a8ee888,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""3gR578qnw47M30LVBTjrlW"", ""total_faixas"": 16, ""gravadora"": ""Sony Music Latin/Epic"", ""tipo"": ""album""}",12
She Wolf (Expanded Edition),2009,album_musical,"[""latin pop""]",[],3.8,0,https://i.scdn.co/image/ab67616d0000b273fca4cb3216d3db3e533b07b3,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""3MhG5IXiezatEXyNsXPLPm"", ""total_faixas"": 18, ""gravadora"": ""Epic/Legacy"", ""tipo"": ""album""}",12
Live & Off The Record,2004,album_musical,"[""latin pop""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b2731814f67837d6515006473681,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""5f5LXKRiPDf23T5QM2MEmX"", ""total_faixas"": 10, ""gravadora"": ""Epic"", ""tipo"": ""album""}",12
Laundry Service,2001,album_musical,"[""latin pop""]",[],4.0,0,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""4DyMK9x2gnmRkRa16zHaEV"", ""total_faixas"": 13, ""gravadora"": ""Epic"", ""tipo"": ""album""}",12
Servicio De Lavandería,2001,album_musical,"[""latin pop""]",[],3.6,0,https://i.scdn.co/image/ab67616d0000b2739d68bc56bf51dcb2e4033e36,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""62F8unRY46ZDR2EE5ag5Z5"", ""total_faixas"": 13, ""gravadora"": ""Columbia"", ""tipo"": ""album""}",12
Shakira MTV Unplugged,2000,album_musical,"[""latin pop""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b27394f8d9d565486fee02ccff4e,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""3yQQUyIA3vRIRnB4rqtThe"", ""total_faixas"": 11, ""gravadora"": ""Epic"", ""tipo"": ""album""}",12
Donde Estan Los Ladrones,1998,album_musical,"[""latin pop""]",[],4.1,0,https://i.scdn.co/image/ab67616d0000b273bfcff1dd252b22bba16a2a5d,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""5hcKSTqKOLuzJgYIQileAe"", ""total_faixas"": 11, ""gravadora"": ""Epic"", ""tipo"": ""album""}",12
The Remixes,1997,album_musical,"[""latin pop""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b2732086ca730e95726e8bd53b4a,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""2G7F89aCUNtwnj3vYKNMfF"", ""total_faixas"": 12, ""gravadora"": ""Sony Latin"", ""tipo"": ""album""}",12
Pies Descalzos,1995,album_musical,"[""latin pop""]",[],4.0,0,https://i.scdn.co/image/ab67616d0000b273021b9779a9dbaa6a976edb2d,Álbum de Shakira,"{""id_artista_spotify"": ""0EmeFodog0BfCgMzAIvKQp"", ""nome_artista"": ""Shakira"", ""spotify_id"": ""3HLngzP9wVd8p3SMDQgyd9"", ""total_faixas"": 11, ""gravadora"": ""Epic"", ""tipo"": ""album""}",12
Jennifer Lopez,0,artista_musical,[],[],4.0,13795447,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,Artista importado via Spotify API.,"{""spotify_id"": ""2DlGxzQSjYe5N6G9nkYghR"", ""popularidade_raw"": 76, ""tipo"": ""artista""}",16
Kiss of the Spider Woman (Original Motion Picture Soundtrack),2025,album_musical,[],[],2.5,0,https://i.scdn.co/image/ab67616d0000b27392b2a875d495db748785bdc1,Álbum de Jennifer Lopez,"{""id_artista_spotify"": ""2DlGxzQSjYe5N6G9nkYghR"", ""nome_artista"": ""Jennifer Lopez"", ""spotify_id"": ""11q2atn1ZVm6LJO5Efljz6"", ""total_faixas"": 24, ""gravadora"": ""Lakeshore Records"", ""tipo"": ""album""}",16
