titulo,ano_lancamento,categoria,generos,generos_unificados,rating,num_avaliacoes,imagem,descricao,metadata,classificacao
Ana Carolina,0,artista_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],3.4,1664303,https://i.scdn.co/image/ab6761610000e5eb787e90f9431758e97ab8e95d,Artista importado via Spotify API.,"{""spotify_id"": ""4HP9KltldfmkH2M2pQozzN"", ""popularidade_raw"": 60, ""tipo"": ""artista""}",10
Fogueira em Alto Mar,2019,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b273c56999c80de060469d419393,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""0nnDYcbfI9goEYxDNMt5qU"", ""total_faixas"": 11, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
#AC Ao Vivo (Deluxe),2015,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.9,0,https://i.scdn.co/image/ab67616d0000b273e579dc78d1040be1dcb7f2a9,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""5fiTBlpoxM8nyjvkaIPdy6"", ""total_faixas"": 24, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
#AC,2014,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b2730e36efa36d94e08830969639,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""2ruokwyVaHiP2p0S3vylEb"", ""total_faixas"": 13, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
Ensaio de Cores,2011,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.8,0,https://i.scdn.co/image/ab67616d0000b27384f8d06cb2099bf02cafec35,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""6zzwuHXXsjlaFr43wXxkzb"", ""total_faixas"": 15, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
Ana Car9lina+um,2010,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b273f76c8145fadd092248fce57b,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""3r0ypl8NuiWRT0tz3HuGdV"", ""total_faixas"": 10, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
Nove,2009,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b2734420363ed77670807ea8b633,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""3Cey8LcLwLoeIKpCMjBrgY"", ""total_faixas"": 9, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
"Multishow Ao Vivo Ana Carolina ""Dois Quartos""",2008,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b2730aea5f91503076b7cd5b368b,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""2kNB4iyZISIGxejLejf9tL"", ""total_faixas"": 15, ""gravadora"": ""Sony Music Entertainment"", ""tipo"": ""album""}",10
Quarto,2007,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b273d25aba47c27598ae5a19a34d,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""2PsUpDpOCqSnWYj9kTSIPn"", ""total_faixas"": 12, ""gravadora"": ""Sony BMG Music Entertainment"", ""tipo"": ""album""}",10
Quartinho,2007,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],1.8,0,https://i.scdn.co/image/ab67616d0000b27397f95c58de929b259ed5eeff,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""5LgRlj15u5PCU72TPoy1qn"", ""total_faixas"": 12, ""gravadora"": ""Sony BMG Music Entertainment"", ""tipo"": ""album""}",10
Ana E Jorge (Ao Vivo),2005,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],3.4,0,https://i.scdn.co/image/ab67616d0000b27334a6489b2e9ae80ad3b57cbf,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""3EVU0AnPTXK1scTVMrG8Sm"", ""total_faixas"": 15, ""gravadora"": ""Ariola"", ""tipo"": ""album""}",10
Estampado,2003,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],3.3,0,https://i.scdn.co/image/ab67616d0000b27346d463fd499066713e125745,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""1d9RgMrAp6fMuYVwqKXusH"", ""total_faixas"": 15, ""gravadora"": ""Ariola"", ""tipo"": ""album""}",10
Dois Quartos,2002,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],2.9,0,https://i.scdn.co/image/ab67616d0000b27336351acd926c66dd00774aca,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""6nYneFX3XM8f7avbEYlYJG"", ""total_faixas"": 24, ""gravadora"": ""Sony BMG Music Entertainment"", ""tipo"": ""album""}",10
Ana Rita Joana Iracema Carolina,2001,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],3.3,0,https://i.scdn.co/image/ab67616d0000b273f0ca9bc38c12b71f65e55afe,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""4EeOCRFhVMUClJ50RquRwK"", ""total_faixas"": 15, ""gravadora"": ""Ariola"", ""tipo"": ""album""}",10
Ana Carolina,1999,album_musical,"[""mpb"", ""brazilian pop"", ""new mpb""]",[],3.1,0,https://i.scdn.co/image/ab67616d0000b27359ad9f7c71b1d128fb3bef4d,Álbum de Ana Carolina,"{""id_artista_spotify"": ""4HP9KltldfmkH2M2pQozzN"", ""nome_artista"": ""Ana Carolina"", ""spotify_id"": ""4cLlfzzQAr7ZXIIv2OG2xG"", ""total_faixas"": 15, ""gravadora"": ""Ariola"", ""tipo"": ""album""}",10
Linkin Park,0,artista_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],4.6,32449235,https://i.scdn.co/image/ab6761610000e5eb527d95dabbe8b8b527e8136f,Artista importado via Spotify API.,"{""spotify_id"": ""6XyY86QOPPrYVGvF9ch6wz"", ""popularidade_raw"": 90, ""tipo"": ""artista""}",16
From Zero (Deluxe Edition),2025,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],4.0,0,https://i.scdn.co/image/ab67616d0000b273a493a67f01bcfe65b23bc910,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""5QfFvOMOJ0CrIDmu33RmSJ"", ""total_faixas"": 14, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
From Zero: A Cappellas + Instrumentals,2024,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b2737b8bc14fe1c7e9e3e6806f58,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""7qKEQkRXySP0rhjtXJksfg"", ""total_faixas"": 21, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
From Zero: A Cappellas,2024,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b273fcef4cc1c0172b7f6fe13f95,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""1x6p39FFIESOq8q8B4oQXN"", ""total_faixas"": 11, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
Papercuts: Instrumentals,2024,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b273cfa827874c829fb3a4e2a73a,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""494aUGKXMH5ruXtR3O1a3H"", ""total_faixas"": 20, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
Papercuts,2024,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.6,0,https://i.scdn.co/image/ab67616d0000b273163d1c5eddd35473f030f2d4,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""1X472EvsSqH09RyrqbtyXU"", ""total_faixas"": 20, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
Meteora 20th Anniversary Edition,2023,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.8,0,https://i.scdn.co/image/ab67616d0000b273ca2e09fd52e6330146ea9550,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""3Q9wXhEAX7NYCPP0hxIuDz"", ""total_faixas"": 89, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
Hybrid Theory (20th Anniversary Edition),2020,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.4,0,https://i.scdn.co/image/ab67616d0000b273f1a378f8bcaa4be358f02ca2,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""28DUZ0itKISf2sr6hlseMy"", ""total_faixas"": 80, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
One More Light Live,2017,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.4,0,https://i.scdn.co/image/ab67616d0000b273b829b621e43a1f5b72cc4388,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""0zcNtUZ2oEpRmiDuWBFvcX"", ""total_faixas"": 16, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
One More Light,2017,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.9,0,https://i.scdn.co/image/ab67616d0000b273145e1cf12538f5666511237d,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""5Eevxp2BCbWq25ZdiXRwYd"", ""total_faixas"": 10, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
The Hunting Party: Acapellas + Instrumentals,2014,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.4,0,https://i.scdn.co/image/ab67616d0000b273ed8fef21c095b0ac6aa4ba4b,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""6hU9JCoqq4GjYq86dQ1o9b"", ""total_faixas"": 22, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
The Hunting Party,2014,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.6,0,https://i.scdn.co/image/ab67616d0000b2735721adac031512b903f10d03,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""3XB2yloP7l00tEUmaODtVi"", ""total_faixas"": 12, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
RECHARGED,2013,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.1,0,https://i.scdn.co/image/ab67616d0000b2737cb20e0a29701a667dac3ede,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""2FUsvD1bw53HGOjAg56vRD"", ""total_faixas"": 14, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
LIVING THINGS: Acapellas and Instrumentals,2012,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.8,0,https://i.scdn.co/image/ab67616d0000b273c14832ac3b27313055748c03,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""7qRKpkP0jSOlBMLYZhAMCh"", ""total_faixas"": 22, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
LIVING THINGS,2012,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],4.1,0,https://i.scdn.co/image/ab67616d0000b273987fb4c5ec8790e9f637a4a4,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""4XHIjbhjRmqWlosjj5rqSI"", ""total_faixas"": 12, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
A Thousand Suns Live Around the World,2012,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b27315fdb3965842f6a920d9d502,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""0hJ3A7sih1AXDoMjXHLr7Q"", ""total_faixas"": 10, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
Minutes to Midnight Live Around the World,2012,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b2734774e3f8d2c76854442bb420,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""7IYqppCBhR5z9z8JqgXuxi"", ""total_faixas"": 12, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
Meteora Live Around the World,2012,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b273fb7e648af7f3cc7054394d73,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""4flcwtqnLoKZJ2wrCp1aJq"", ""total_faixas"": 7, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
Hybrid Theory Live Around the World,2012,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b2738512f90ead4b4412cd7832ae,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""1FiRqhpAowNK8gTl5sOhxZ"", ""total_faixas"": 8, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
A Thousand Suns (Bonus Edition),2010,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b27304bf2fb3b58fbea410d42488,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""4fy0SXW5G8evBCo2A3kn02"", ""total_faixas"": 21, ""gravadora"": ""WM Indonesia"", ""tipo"": ""album""}",16
Road to Revolution (Live at Milton Keynes),2008,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],2.6,0,https://i.scdn.co/image/ab67616d0000b27341f1f875d2dd508f1e5e29c8,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""7IjD1U0ig5h7nwXYtexLok"", ""total_faixas"": 18, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
Minutes to Midnight (Deluxe Edition),2007,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.4,0,https://i.scdn.co/image/ab67616d0000b2732c32ff586ba168b54a2da61e,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""4JtIVJRA342O0YoAchen5Q"", ""total_faixas"": 16, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
Live in Texas,2003,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.3,0,https://i.scdn.co/image/ab67616d0000b273f7f5f22132802485e8e0034d,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""0ZBE7rVC0zKFVt5osvXlnz"", ""total_faixas"": 12, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
Meteora (Bonus Edition),2003,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],4.3,0,https://i.scdn.co/image/ab67616d0000b2738b5b6fa1326d996181e71dd7,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""0f7R0jf0pcTb6K6IVVPcMD"", ""total_faixas"": 16, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",12
Reanimation,2002,album_musical,"[""nu metal"", ""rap metal"", ""rock"", ""alternative metal""]",[],3.3,0,https://i.scdn.co/image/ab67616d0000b2738d3609295177e58287f39f85,Álbum de Linkin Park,"{""id_artista_spotify"": ""6XyY86QOPPrYVGvF9ch6wz"", ""nome_artista"": ""Linkin Park"", ""spotify_id"": ""2NbO8RRVTVEUjHaxUVdMDT"", ""total_faixas"": 20, ""gravadora"": ""Warner Records"", ""tipo"": ""album""}",16
Metallica,0,artista_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],4.4,32722231,https://i.scdn.co/image/ab6761610000e5eb69ca98dd3083f1082d740e44,Artista importado via Spotify API.,"{""spotify_id"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""popularidade_raw"": 84, ""tipo"": ""artista""}",16
72 Seasons,2023,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.4,0,https://i.scdn.co/image/ab67616d0000b273cf2420c5c82d351496e8fd9e,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""6UwjRSX9RQyNgJ3LwYhr9i"", ""total_faixas"": 12, ""gravadora"": ""EMI"", ""tipo"": ""album""}",14
Metallica (Remastered Deluxe Box Set),2021,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],4.3,0,https://i.scdn.co/image/ab67616d0000b273c1a13209dfe146aef3296e34,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""7h5xn0Olvx2p0eQcSt1Osy"", ""total_faixas"": 193, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
S&M2,2020,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b2731cc6d15e607e0a514b7f4b95,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""7Hc3m7konwS0ugyN8vJhNg"", ""total_faixas"": 22, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",14
Live In Brazil (1993 – 2017),2020,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],2.5,0,https://i.scdn.co/image/ab67616d0000b27395958b5d219f1b328f083e08,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""2zhgGiT3sNBK2rbrC7JcRW"", ""total_faixas"": 18, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Helping Hands…Live & Acoustic At The Masonic,2019,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],2.7,0,https://i.scdn.co/image/ab67616d0000b273b4763ffbf540cd0c69bbee33,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""5tEW32iyrRuYPQQ4bwUiCf"", ""total_faixas"": 12, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Hardwired…To Self-Destruct (Deluxe),2016,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.4,0,https://i.scdn.co/image/ab67616d0000b273ee498e8074b8df8e375abe04,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""4bcUiX49wpmDRhrC8TvDWV"", ""total_faixas"": 26, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Metallica Through The Never (Music From The Motion Picture),2013,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b2736c5fb059a07c1b2b15a90280,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""0ecPxTAKqXdr2MJYdYOM7e"", ""total_faixas"": 16, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Lulu,2011,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],2.2,0,https://i.scdn.co/image/ab67616d0000b2737cbc9960730e85c01e987f4c,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""3a1SJd8obHju43McHQew7J"", ""total_faixas"": 10, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",14
Death Magnetic,2008,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.6,0,https://i.scdn.co/image/ab67616d0000b273f5802466e1bc84cdf51d97e2,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""3bK58rVcWBh3V3vxMLzi0V"", ""total_faixas"": 10, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Some Kind Of Monster,2004,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],2.3,0,https://i.scdn.co/image/ab67616d0000b2735aa399ec78711c8e2fc42048,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""4t0oscNTGJkXiIB2uqZYWg"", ""total_faixas"": 8, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
St. Anger,2003,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.3,0,https://i.scdn.co/image/ab67616d0000b273ee5869b2880109918fc47199,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""0HKpzK9ZoJ0oVA43E5gewM"", ""total_faixas"": 11, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
S&M,1999,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.4,0,https://i.scdn.co/image/ab67616d0000b2732a2e23c85aef280bffd824e7,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""1OZaosC2RtsE2TEqLziwAD"", ""total_faixas"": 21, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Garage Inc.,1998,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.8,0,https://i.scdn.co/image/ab67616d0000b27375e6375e11550746705a9645,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""0vshXZYhBkbIoqxyC2fXcF"", ""total_faixas"": 27, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Reload,1997,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.8,0,https://i.scdn.co/image/ab67616d0000b27306cb74d39d123ebe1b3c6631,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""0Ip2GlQPoAIgdkqCO2YkMa"", ""total_faixas"": 13, ""gravadora"": ""Blackened Recordings / Universal Music"", ""tipo"": ""album""}",16
Load (Remastered),1996,album_musical,"[""metal"", ""thrash metal"", ""rock"", ""heavy metal"", ""hard rock""]",[],3.0,0,https://i.scdn.co/image/ab67616d0000b2731dd2ec96697cc099ab080acc,Álbum de Metallica,"{""id_artista_spotify"": ""2ye2Wgw4gimLv2eAKyk1NB"", ""nome_artista"": ""Metallica"", ""spotify_id"": ""0G3puZwdd9nNpaNyPSxvH3"", ""total_faixas"": 14, ""gravadora"": ""UMC (Universal Music Catalogue)"", ""tipo"": ""album""}",16
