id,titulo,ano_lancamento,classificacao
1599,Eat-Man '98,1998.0,12
1601,Red Garden,2006.0,16
1602,Strain: Strategic Armored Infantry,2006.0,18
1604,Reborn!,2006.0,12
1606,Kekkaishi,2006.0,12
1607,Venus Versus Virus,2007.0,12
1614,Captain Tsubasa,2001.0,12
1623,G-On Riders,2002.0,18
1628,Demon Lord Dante,2002.0,18
1629,The Devil Lady,1998.0,18
1638,Peter Pan & Wendy,1989.0,0
1642,Sugar Sugar Rune,2005.0,10
1661,Cutie Honey,1973.0,12
1664,Babel II: Beyond Infinity,2001.0,12
1676,Cosmo Warrior Zero,2001.0,12
1678,Cyborg 009,2001.0,12
1683,Di Gi Charat Nyo,2003.0,0
1685,Duel Masters,2002.0,12
1690,Bokurano,2007.0,16
1691,Kaze no Stigma,2007.0,12
1694,IDOLM@STER Xenoglossia,2007.0,12
1695,Les Misérables: Shoujo Cosette,2007.0,0
1698,Nodame Cantabile,2007.0,12
1699,Romeo x Juliet,2007.0,12
1704,Eat-Man,1997.0,16
1706,Gun Frontier,2002.0,12
1707,Ultimate Muscle,2002.0,12
1708,Beast Fighter: The Apocalypse,2003.0,18
1710,MegaMan NT Warrior,2002.0,12
1711,Ryuusei Sentai Musumet,2004.0,12
1712,Shinseikiden Mars,2002.0,12
1713,Submarine Super 99,2003.0,12
1721,Hitohira,2007.0,12
1722,Nagasarete Airantou,2007.0,12
1726,Devil May Cry,2007.0,16
1727,Polyphonica,2007.0,12
1735,Naruto Shippuden,2007.0,12
1738,Ramen Fighter Miki,2006.0,12
1743,Super Milk-Chan,1998.0,18
1744,Mirmo Zibang!,2002.0,0
1792,Overman King Gainer,2002.0,12
1807,Prism Ark,2007.0,18
1808,Kamichama Karin,2007.0,12
1810,Shattered Angels,2007.0,12
1816,Sonic X,2003.0,10
1818,Claymore,2007.0,18
1826,Deltora Quest,2007.0,12
1827,Moribito - Guardian of the Spirit,2007.0,12
1837,Dokkoida?!,2003.0,12
1844,CLAMP School Detectives,1997.0,0
1846,Princess Nine,1998.0,12
1852,Hidamari Sketch,2007.0,12
1858,Gakuen Utopia Manabi Straight!,2007.0,0
1860,Tokyo Majin,2007.0,16
1865,Mina,2007.0,12
1868,Giniro no Olynsis: Tokito,2006.0,12
1881,Sasami Magical Girls Club,2006.0,10
1887,Lucky☆Star,2007.0,12
1897,Matchless Raijin-Oh,1991.0,0
1899,Cybuster,1999.0,12
1932,Yes! Precure 5,2007.0,0
1936,"Don't Leave Me Alone, Daisy",1997.0,12
1946,Tomorrow's Nadja,2003.0,0
1965,Sola,2007.0,12
1972,Sherlock Hound,1984.0,0
1974,Glass Mask,2005.0,0
1991,Juusou Kikou Dancougar Nova,2007.0,18
2001,Gurren Lagann,2007.0,12
2002,Heroic Age,2007.0,12
2004,Hanada Shounen-shi,2002.0,18
2012,Hell Teacher Nube,1996.0,12
2025,Darker than Black,2007.0,16
2026,Hayate the Combat Butler,2007.0,12
2030,El Cazador de la Bruja,2007.0,12
2031,Shining Tears X Wind,2007.0,12
2034,Lovely Complex,2007.0,12
2040,Mahou no Angel Sweet Mint,1990.0,0
2041,Super Pig,1994.0,0
2043,Cat's Eye,1983.0,12
2044,Magical Angel Creamy Mami,1983.0,0
2074,Kerokero Chime,1997.0,12
2076,The File of Young Kindaichi,1997.0,16
2087,VS Knight Lamune & 40 Fire,1996.0,12
2089,The Super Dimension Century Orguss,1983.0,12
2104,My Bride is a Mermaid,2007.0,12
2106,Kiss Dum: Engage Planet,2007.0,12
2112,Over Drive,2007.0,12
2113,Tenkuu Senki Shurato,1989.0,12
