id,titulo,ano_lancamento,classificacao
42545,Half & Half,2012.0,16
59893,Tanaka-kun wa Itsumo Kedaruge,2013.0,16
41733,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",2011.0,16
141294,22-26: Fujimoto Tatsuki Tanpenshuu,2014.0,12
143031,Aishiteru Game wo Owarasetai,2021.0,16
85941,Yuusha ga Shinda!: Murabito no Ore ga Hotta Otoshiana ni Yuusha ga Ochita Kekka.,2014.0,16
96573,Something About Us,2014.0,16
110460,Isekai Nonbiri Nouka,2017.0,16
1121,Unbalance x2,2005.0,16
81681,Plunderer,2014.0,16
147317,Lout of Count's Family,2020.0,16
35035,Kyou no Kira-kun,2011.0,12
94919,Bokutachi ga Yarimashita,2015.0,16
338,Chrno Crusade,1998.0,12
11516,Heart no Kuni no Alice: Wonderful Wonder World,2008.0,12
122863,Kowloon Generic Romance,2019.0,16
98820,Dungeon Seeker,2016.0,16
111276,Sewayaki Kitsune no Senko-san,2017.0,16
147324,Second Life Ranker,2019.0,16
149438,My Blasted Reincarnated Life,2022.0,16
128365,Kimi to Tsuzuru Utakata,2020.0,16
3649,Fate/Zero,2006.0,16
44307,Kakukaku Shikajika,2011.0,16
118568,Bocchi the Rock!,2017.0,16
128231,Weak Hero,2018.0,16
419,Nodame Cantabile,2001.0,16
20375,Black Paradox,2007.0,16
11366,Teppuu,2008.0,16
107500,Munou na Nana,2016.0,12
105328,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",2017.0,16
